anime_id,title,title_english,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year
9863,SKET Dance,SKET Dance,,https://myanimelist.cdn-dena.com/images/anime/9/73974.jpg,TV,Manga,77,Finished Airing,FALSE,"Apr 7, 2011 to Sep 27, 2012","{'from': '2011-04-07', 'to': '2012-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,213,646,130264,2474,,Spring 2011,Thursdays at 18:00 (JST),"TV Tokyo, Avex Entertainment, Dentsu",,Tatsunoko Production,"Comedy, School, Shounen",24,2011
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,,https://myanimelist.cdn-dena.com/images/anime/4/75227.jpg,TV,4-koma manga,12,Finished Airing,FALSE,"Apr 2, 2010 to Jun 18, 2010","{'from': '2010-04-02', 'to': '2010-06-18'}",24 min. per ep.,R+ - Mild Nudity,7.1,142827,3193,285,244791,1641,,Spring 2010,Fridays at 01:00 (JST),"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen",24,2010
966,Crayon Shin-chan,Shin Chan,,https://myanimelist.cdn-dena.com/images/anime/10/59897.jpg,TV,Manga,0,Currently Airing,TRUE,"Apr 13, 1992 to ?","{'from': '1992-04-13', 'to': None}",21 min.,PG - Children,7.73,17683,1032,1937,34788,600,"The first English dubbed version was produced with many famous voice actors through 2001&ndash;2002 by Vitello Productions. In 2004, Phuuz Entertainment produced a continuation of the Vitello dub with different Los Angeles-based voice actors. The Phuuz and Vitello dub aired in the United Kingdom, Australia, and Republic of Ireland, and translations of these dubs aired in Europe and Latin America. The dubs were close to the original but had seen some censorship. The English dubbed version by Funimation was produced in 2005, featuring a Texas-based cast of voice actors, and was altered in comparison to the original&mdash;sexual references, dark humor, and references to popular American culture were added later on. Additionally, many non-existent backstories and different personalities were created.Crayon Shin-chan has also been adapted into video games, mobile games and tons of anime movies.",Spring 1992,Fridays at 19:30 (JST),TV Asahi,Funimation,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen",21,1992
120,Fruits Basket,Fruits Basket,Furuba,https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg,TV,Manga,26,Finished Airing,FALSE,"Jul 5, 2001 to Dec 27, 2001","{'from': '2001-07-05', 'to': '2001-12-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,939,222,292572,7579,Fruits Basket won the 2001 Animage&#039;s Anime Grand Prix Award.,Summer 2001,Thursdays at 18:00 (JST),"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",24,2001
957,Saiunkoku Monogatari,The Story of Saiunkoku,"The Tale of Saiun Country, Story of the Land of Many-Colored Clouds, Kokumono, Saimono, ColourCloud Palace",https://myanimelist.cdn-dena.com/images/anime/1/957.jpg,TV,Light novel,39,Finished Airing,FALSE,"Apr 8, 2006 to Feb 24, 2007","{'from': '2006-04-08', 'to': '2007-02-24'}",25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,512,1313,61739,1059,,Spring 2006,Unknown,"NHK, Sogo Vision","Funimation, Geneon Entertainment USA",Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",25,2006
21,One Piece,One Piece,OP,https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,TV,Manga,0,Currently Airing,TRUE,"Oct 20, 1999 to ?","{'from': '1999-10-20', 'to': None}",24 min.,PG-13 - Teens 13 or older,8.54,423868,91,35,720133,69760,"Several anime-original arcs have been adapted into light novels, and the series has inspired 40 video games as of 2016.",Fall 1999,Sundays at 09:30 (JST),"Fuji TV, TAP, Shueisha","Funimation, 4Kids Entertainment",Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",24,1999
1974,Glass no Kamen (2005),Glass Mask,,https://myanimelist.cdn-dena.com/images/anime/1/2043.jpg,TV,Manga,51,Finished Airing,FALSE,"Apr 6, 2005 to Mar 29, 2006","{'from': '2005-04-06', 'to': '2006-03-29'}",25 min. per ep.,G - All Ages,8.18,7348,333,2523,22123,365,,Spring 2005,Unknown,"TMS Entertainment, MediaNet",Sentai Filmworks,Tokyo Movie Shinsha,"Drama, Shoujo",25,2005
857,Air Gear,Air Gear,,https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg,TV,Manga,25,Finished Airing,FALSE,"Apr 5, 2006 to Sep 27, 2006","{'from': '2006-04-05', 'to': '2006-09-27'}",24 min. per ep.,R+ - Mild Nudity,7.64,126326,1233,297,235764,3254,,Spring 2006,Unknown,"Marvelous, Kodansha","ADV Films, Funimation",Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports",24,2006
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,"Saiunmono, Saimono, Saiunkoku Monogatari Dai 2 Series",https://myanimelist.cdn-dena.com/images/anime/5/73277.jpg,TV,Light novel,39,Finished Airing,FALSE,"Apr 7, 2007 to Mar 8, 2008","{'from': '2007-04-07', 'to': '2008-03-08'}",25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,362,2233,27481,201,,Spring 2007,Unknown,"NHK, Sogo Vision",,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",25,2007
249,InuYasha,InuYasha,Inu Yasha,https://myanimelist.cdn-dena.com/images/anime/8/20483.jpg,TV,Manga,167,Finished Airing,FALSE,"Oct 16, 2000 to Sep 13, 2004","{'from': '2000-10-16', 'to': '2004-09-13'}",24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,697,141,371313,12282,"The anime won the &ldquo;Property of the Year&rdquo; award in ICv2&rsquo;s Anime Awards for both 2004 and 2005, and received third place in Animage&rsquo;s Anime Grand Prix &ldquo;Best Anime&rdquo; category in 2003.",Fall 2000,Mondays at 19:00 (JST),"Yomiuri Telecasting, Shogakukan",Viz Media,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",24,2000
6645,Chu-Bra!!,Chu-Bra,"Chuu Bra!!, Chubra!!, Chuubra!!",https://myanimelist.cdn-dena.com/images/anime/1130/91352.jpg,TV,Manga,12,Finished Airing,FALSE,"Jan 4, 2010 to Mar 22, 2010","{'from': '2010-01-04', 'to': '2010-03-22'}",24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,6380,1858,37256,48,,Winter 2010,Mondays at 23:30 (JST),GANSIS,,Zexcs,"Ecchi, Comedy, School, Seinen",24,2010
5690,Nodame Cantabile Finale,,"Nodame Cantabile Third Season, Nodame Cantabile Season 3, Nodame Cantabile: Finale",https://myanimelist.cdn-dena.com/images/anime/4/20712.jpg,TV,Manga,11,Finished Airing,FALSE,"Jan 15, 2010 to Mar 26, 2010","{'from': '2010-01-15', 'to': '2010-03-26'}",22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,203,995,84808,381,,Winter 2010,Fridays at 00:45 (JST),"Fuji TV, Sony Music Entertainment",,J.C.Staff,"Comedy, Josei, Music, Romance",22,2010
1571,Ghost Hunt,Ghost Hunt,,https://myanimelist.cdn-dena.com/images/anime/11/73908.jpg,TV,Novel,25,Finished Airing,FALSE,"Oct 4, 2006 to Mar 28, 2007","{'from': '2006-10-04', 'to': '2007-03-28'}",25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,656,527,152490,2579,,Fall 2006,Unknown,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural",25,2006
11759,Accel World,Accel World,Accelerated World,https://myanimelist.cdn-dena.com/images/anime/8/38155.jpg,TV,Light novel,24,Finished Airing,FALSE,"Apr 7, 2012 to Sep 22, 2012","{'from': '2012-04-07', 'to': '2012-09-22'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,1545,103,433343,3680,"Accel World adapts the first 4 novels of Reki Kawahara&#039;s light novel series of the same title, as well as content from the 10th novel.",Spring 2012,Saturdays at 00:30 (JST),"Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",Viz Media,Sunrise,"Action, Game, Sci-Fi, Romance, School",24,2012
7674,Bakuman.,Bakuman.,Bakuman Season 1,https://myanimelist.cdn-dena.com/images/anime/6/26138.jpg,TV,Manga,25,Finished Airing,FALSE,"Oct 2, 2010 to Apr 2, 2011","{'from': '2010-10-02', 'to': '2011-04-02'}",24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,216,172,332666,6846,"Bakuman. was licensed by Media Blasters in North America, but only released  one 2-disc DVD containing the first 7 episodes, the rest of the releases were cancelled. ",Fall 2010,Unknown,"NHK, Shueisha","Media Blasters, NYAV Post",J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2010
1698,Nodame Cantabile,Nodame Cantabile,,https://myanimelist.cdn-dena.com/images/anime/9/11986.jpg,TV,Manga,23,Finished Airing,FALSE,"Jan 12, 2007 to Jun 15, 2007","{'from': '2007-01-12', 'to': '2007-06-15'}",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163,381,198927,4443,,Winter 2007,Fridays at Unknown,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",22,2007
14713,Kamisama Hajimemashita,Kamisama Kiss,,https://myanimelist.cdn-dena.com/images/anime/3/85429.jpg,TV,Manga,13,Finished Airing,FALSE,"Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383,259,266342,6387,,Fall 2012,Tuesdays at 02:05 (JST),"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",24,2012
232,Cardcaptor Sakura,Cardcaptor Sakura,"CCS, Cardcaptors, Card Captor Sakura",https://myanimelist.cdn-dena.com/images/anime/8/60781.jpg,TV,Manga,70,Finished Airing,FALSE,"Apr 7, 1998 to Mar 21, 2000","{'from': '1998-04-07', 'to': '2000-03-21'}",25 min. per ep.,PG - Children,8.21,121898,297,292,237669,9453,Cardcaptor Sakura won the Animage Grand Prix award for Best Anime in 1999.,Spring 1998,Tuesdays at 18:00 (JST),"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",25,1998
233,Daa! Daa! Daa!,,"Da!Da!Da!, UFO Baby",https://myanimelist.cdn-dena.com/images/anime/3/21166.jpg,TV,Manga,78,Finished Airing,FALSE,"Mar 28, 2000 to Feb 26, 2002","{'from': '2000-03-28', 'to': '2002-02-26'}",25 min. per ep.,G - All Ages,7.78,6598,919,3045,15211,216,,Spring 2000,Tuesdays at 18:00 (JST),,,J.C.Staff,"Comedy, Sci-Fi, Shoujo",25,2000
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,"Kimi ni Todoke: From Me to You 2nd Season, Reaching You 2nd Season",https://myanimelist.cdn-dena.com/images/anime/8/27174.jpg,TV,Manga,12,Finished Airing,FALSE,"Jan 12, 2011 to Mar 30, 2011","{'from': '2011-01-12', 'to': '2011-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,412,322,224494,1117,,Winter 2011,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",23,2011
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,"Sekai-ichi Hatsukoi, Sekai&#039;ichi Hatsukoi, World&#039;s Greatest First Love",https://myanimelist.cdn-dena.com/images/anime/6/29763.jpg,TV,Manga,12,Finished Airing,FALSE,"Apr 9, 2011 to Jun 25, 2011","{'from': '2011-04-09', 'to': '2011-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,469,701,121752,2908,,Spring 2011,Unknown,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",23,2011
2564,Code-E,,,https://myanimelist.cdn-dena.com/images/anime/10/57435.jpg,TV,Original,12,Finished Airing,FALSE,"Jul 4, 2007 to Sep 19, 2007","{'from': '2007-07-04', 'to': '2007-09-19'}",24 min. per ep.,G - All Ages,6.49,5866,5635,3214,13818,18,,Summer 2007,Unknown,Nagoya TV Housou,,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life",24,2007
3092,Junjou Romantica,Junjo Romantica,"Junjyou Romantica, Junjou Romantica: Pure Romance",https://myanimelist.cdn-dena.com/images/anime/7/8811.jpg,TV,Manga,12,Finished Airing,FALSE,"Apr 11, 2008 to Jun 27, 2008","{'from': '2008-04-11', 'to': '2008-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,568,568,146369,4707,,Spring 2008,Unknown,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2008
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,"Kin&#039;iro no Chord, Kiniro no Chord, Kin-iro no Corda: Primo Passo, The Golden Chord",https://myanimelist.cdn-dena.com/images/anime/9/7228.jpg,TV,Visual novel,25,Finished Airing,FALSE,"Oct 2, 2006 to Mar 26, 2007","{'from': '2006-10-02', 'to': '2007-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,1273,1138,72255,1126,,Fall 2006,Unknown,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",24,2006
32370,D.Gray-man Hallow,D.Gray-man HALLOW,,https://myanimelist.cdn-dena.com/images/anime/12/80766.jpg,TV,Manga,13,Finished Airing,FALSE,"Jul 5, 2016 to Sep 27, 2016","{'from': '2016-07-05', 'to': '2016-09-27'}",24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,655,795,108764,825,"D.Gray-man Hallow is based on Katsura Hoshino&#039;s manga series of the same title and adapts chapters 165 to 208 from the 17th to 23rd volumes. The anime was not released on Blu-ray or DVD. The first volumes were scheduled to start release in September 2016, but were indefinitely delayed to improve their quality. The release was later cancelled in March 2017.",Summer 2016,Tuesdays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",Funimation,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen",24,2016
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,,Super Danganronpa 2.5: Nagito Komaeda and the Destroyer of the World,https://myanimelist.cdn-dena.com/images/anime/10/83150.jpg,OVA,Original,1,Finished Airing,FALSE,"Jan 12, 2017","{'from': '2017-01-12', 'to': '2017-01-12'}",25 min.,R - 17+ (violence & profanity),7.4,15423,2049,2044,31844,276,,,,,,Lerche,"Action, Mystery, Horror, Psychological",25,2017
153,Juuni Kokuki,The Twelve Kingdoms,"12 Kingdoms, Juuni Kokki",https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg,TV,Novel,45,Finished Airing,FALSE,"Apr 9, 2002 to Aug 30, 2003","{'from': '2002-04-09', 'to': '2003-08-30'}",25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,399,1016,82925,1907,Juuni Kokuki adapts the first 7 novels of Fuyumi Ono&#039;s light novel series of the same title.,Spring 2002,Unknown,Sogo Vision,"Media Blasters, TOKYOPOP",Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural",25,2002
27417,Diabolik Lovers OVA,,,https://myanimelist.cdn-dena.com/images/anime/12/74238.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Feb 26, 2015","{'from': '2015-02-26', 'to': '2015-02-26'}",11 min.,PG-13 - Teens 13 or older,6.04,9290,7260,2721,19268,64,,,,Frontier Works,,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",11,2015
33398,Neko Konogoro,,,https://myanimelist.cdn-dena.com/images/anime/1877/91297.jpg,TV,Manga,0,Currently Airing,TRUE,"Jun 8, 2016 to ?","{'from': '2016-06-08', 'to': None}",1 min.,None,3.44,18,11426,10123,361,0,,Summer 2016,Not scheduled once per week,,,Kachidoki Studio,Comedy,1,2016
1051,Ao no 6-gou,Blue Submarine No. 6,"Ao no 6-go, Ao no Rokugou, Ao no Rokugo",https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,OVA,Manga,4,Finished Airing,FALSE,"Oct 25, 1998 to Mar 25, 2000","{'from': '1998-10-25', 'to': '2000-03-25'}",32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,3026,1950,34469,184,,,,,"Bandai Entertainment, Discotek Media",Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi",32,1998
12447,Ben-To Picture Drama,,"Ben-To Specials, Bento Specials, Ben-Tou Specials, Bento Picture Drama, Ben-Tou Picture Drama",https://myanimelist.cdn-dena.com/images/anime/13/34953.jpg,Special,Light novel,6,Finished Airing,FALSE,"Dec 21, 2011 to May 16, 2012","{'from': '2011-12-21', 'to': '2012-05-16'}",9 min. per ep.,PG-13 - Teens 13 or older,6.15,2806,6924,3977,8265,3,,,,AT-X,,David Production,Comedy,9,2011
1381,Seikai no Monshou Special,,"Seikai no Monshou Movie, Crest of the Stars Special Edition",https://myanimelist.cdn-dena.com/images/anime/9/2753.jpg,Special,Light novel,1,Finished Airing,FALSE,"Apr 7, 2000","{'from': '2000-04-07', 'to': '2000-04-07'}",1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,1050,2254,6165,2758,3,,,,"Bandai Visual, WOWOW, BeSTACK",,Sunrise,"Action, Military, Romance, Sci-Fi, Space",90,2000
8022,Tegamibachi Gakuen,Letter Bee Academy,"Tegami Bachi Specials, Letter Bee Specials",https://myanimelist.cdn-dena.com/images/anime/4/19573.jpg,Special,Original,25,Finished Airing,FALSE,"Jan 27, 2010 to Jul 23, 2010","{'from': '2010-01-27', 'to': '2010-07-23'}",3 min. per ep.,PG-13 - Teens 13 or older,7.42,1911,1953,4119,7644,7,,,,,,Studio Pierrot,Comedy,3,2010
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,,https://myanimelist.cdn-dena.com/images/anime/3/78398.jpg,ONA,Original,1,Finished Airing,FALSE,"Feb 10, 2016","{'from': '2016-02-10', 'to': '2016-02-10'}",4 min.,G - All Ages,4.32,22,11629,12944,102,0,,,,,,DLE,Comedy,4,2016
33775,Soul Buster,Soul Buster,Shi Ling Yanwu,https://myanimelist.cdn-dena.com/images/anime/3/82256.jpg,TV,Manga,12,Finished Airing,FALSE,"Oct 4, 2016 to Dec 11, 2016","{'from': '2016-10-04', 'to': '2016-12-11'}",13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,7553,2963,16223,13,,Fall 2016,Tuesdays at 18:30 (JST),MAGES.,,Studio Pierrot,"Action, Samurai",13,2016
14353,Death Billiards,Death Billiards,"Wakate Animator Ikusei Project, 2012 Young Animator Training Project, Anime Mirai 2012",https://myanimelist.cdn-dena.com/images/anime/11/48721.jpg,Movie,Original,1,Finished Airing,FALSE,"Mar 2, 2013","{'from': '2013-03-02', 'to': '2013-03-02'}",25 min.,R - 17+ (violence & profanity),8.01,81162,542,637,132203,226,"Death Billiards is one of the four anime works that each received 38 million yen (about US$480,000) from the ""2012 Young Animator Training Project."" Just like in 2010 and 2011, the animation labor group received 214.5 million yen (US$2.65 million) from the Japanese government&#039;s Agency for Cultural Affairs, and it distributed most of those funds to studios who train young animators on-the-job.The film was later expanded into the 2015 TV anime Death Parade.",,,,Funimation,Madhouse,"Game, Mystery, Psychological, Drama, Thriller",25,2013
5235,Live On Cardliver Kakeru,,,https://myanimelist.cdn-dena.com/images/anime/9/21028.jpg,TV,Manga,51,Finished Airing,FALSE,"Oct 5, 2008 to Sep 27, 2009","{'from': '2008-10-05', 'to': '2009-09-27'}",23 min. per ep.,PG - Children,6.86,97,4074,9003,673,3,,Fall 2008,Unknown,"Sotsu, Sakura Create",,TMS Entertainment,"Game, Fantasy",23,2008
26443,Triage X,Triage X,,https://myanimelist.cdn-dena.com/images/anime/8/73682.jpg,TV,Manga,10,Finished Airing,FALSE,"Apr 9, 2015 to Jun 11, 2015","{'from': '2015-04-09', 'to': '2015-06-11'}",23 min. per ep.,R+ - Mild Nudity,6.41,34990,5978,1025,81824,158,"Episode 1 was previewed at a screening at Shinjuku Kadokawa Cinema on March 29, 2015. Regular broadcasting began on April 9, 2015.",Spring 2015,Thursdays at 01:05 (JST),"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,"Action, Adventure, Ecchi, Shounen",23,2015
16251,Shinkai no Kantai: Submarine 707,,Undersea Fleet Submarine 707F,https://myanimelist.cdn-dena.com/images/anime/6/43741.jpg,OVA,Manga,1,Finished Airing,FALSE,"Jan 10, 1997","{'from': '1997-01-10', 'to': '1997-01-10'}",46 min.,None,5.73,120,7936,9879,412,0,,,,,,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi",46,1997
36847,Nanatsu no Bitoku,The Seven Heavenly Virtues,,https://myanimelist.cdn-dena.com/images/anime/9/89129.jpg,TV,Other,10,Finished Airing,FALSE,"Jan 27, 2018 to Mar 31, 2018","{'from': '2018-01-27', 'to': '2018-03-31'}",5 min. per ep.,R+ - Mild Nudity,5.2,4722,8835,2533,22001,47,,Winter 2018,Saturdays at 00:25 (JST),Hobby Japan,Sentai Filmworks,Bridge,"Ecchi, Fantasy",5,2018
32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,"Grimgar of Fantasy and Ash Special, Grimgal of Ashes and Illusion Special, Grimgal of Ashes and Fantasies Special, Hai to Gensou no Grimgal Special, Grimgar of Fantasy and Ash Episode 2.5, Grimgal of Ashes and Illusion Episode 2.5",https://myanimelist.cdn-dena.com/images/anime/11/78160.jpg,Special,Light novel,1,Finished Airing,FALSE,"Mar 16, 2016","{'from': '2016-03-16', 'to': '2016-03-16'}",11 min.,PG-13 - Teens 13 or older,6.65,16293,4965,2146,29209,29,,,,,Funimation,A-1 Pictures,Comedy,11,2016
24275,Medamayaki no Kimi Itsu Tsubusu?,,,https://myanimelist.cdn-dena.com/images/anime/9/62711.jpg,Special,Manga,4,Finished Airing,FALSE,"Aug 5, 2014 to Aug 8, 2014","{'from': '2014-08-05', 'to': '2014-08-08'}",18 min. per ep.,G - All Ages,5.92,161,7526,8668,811,0,,,,NHK,,Fanworks,"Comedy, Seinen",18,2014
1811,Bounty Dog: Getsumen no Ibu,,,https://myanimelist.cdn-dena.com/images/anime/10/27945.jpg,OVA,Original,2,Finished Airing,FALSE,"Oct 1, 1994 to Nov 1, 1994","{'from': '1994-10-01', 'to': '1994-11-01'}",29 min. per ep.,R - 17+ (violence & profanity),5.63,953,8135,6716,2147,3,,,,"Starchild Records, Movic, Toho",Manga Entertainment,Animate Film,"Action, Sci-Fi, Space",29,1994
9721,Aisai Nikki,,,https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Dec 22, 2010","{'from': '2010-12-22', 'to': '2010-12-22'}",22 min.,Rx - Hentai,6.54,2749,,4398,6450,39,,,,Pink Pineapple,,G-Lam,Hentai,22,2010
812,Chikyuu Shoujo Arjuna,Arjuna,"Earth Maiden Arjuna, Earth Girl Arjuna",https://myanimelist.cdn-dena.com/images/anime/4/57253.jpg,TV,Original,13,Finished Airing,FALSE,"Jan 9, 2001 to Mar 27, 2001","{'from': '2001-01-09', 'to': '2001-03-27'}",26 min. per ep.,PG-13 - Teens 13 or older,6.95,8111,3731,2600,21106,159,,Winter 2001,Tuesdays at 18:00 (JST),"Bandai Visual, Sotsu",Bandai Entertainment,Satelight,"Adventure, Drama, Magic, Sci-Fi",26,2001
7791,K-On!!,K-ON! Season 2,"Keion 2, K-On!! 2nd Season",https://myanimelist.cdn-dena.com/images/anime/12/76121.jpg,TV,4-koma manga,26,Finished Airing,FALSE,"Apr 7, 2010 to Sep 29, 2010","{'from': '2010-04-07', 'to': '2010-09-29'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,178001,383,183,322621,7149,,Spring 2010,Wednesdays at 01:25 (JST),"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Comedy, Music, School, Slice of Life",24,2010
747,Haru wo Daite Ita,Embracing Love,Haru wo Daiteita,https://myanimelist.cdn-dena.com/images/anime/6/3718.jpg,OVA,Manga,2,Finished Airing,FALSE,"Mar 31, 2005 to May 27, 2005","{'from': '2005-03-31', 'to': '2005-05-27'}",30 min. per ep.,R+ - Mild Nudity,6.93,10761,,2808,17989,92,,,,"Frontier Works, On-Lead","Media Blasters, Kitty Media",Trinet Entertainment,"Drama, Romance, Yaoi",30,2005
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokemon 4D: Pikachu&#039;s Ocean Adventure,Pokemon 4D: Pikachu no Kaiyou Adventure,https://myanimelist.cdn-dena.com/images/anime/4/30543.jpg,Movie,Game,1,Finished Airing,FALSE,"May 20, 2006","{'from': '2006-05-20', 'to': '2006-05-20'}",14 min.,PG - Children,7.13,2588,3092,4395,6463,13,,,,,The Pokemon Company International,OLM,"Adventure, Comedy, Fantasy, Kids",14,2006
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,SoreMachi,https://myanimelist.cdn-dena.com/images/anime/9/25880.jpg,TV,Manga,12,Finished Airing,FALSE,"Oct 8, 2010 to Dec 24, 2010","{'from': '2010-10-08', 'to': '2010-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,1744,1826,38419,143,,Fall 2010,Unknown,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Sentai Filmworks,Shaft,"Comedy, Slice of Life",24,2010
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,Majocco Shimai no Yoyo to Nene,https://myanimelist.cdn-dena.com/images/anime/5/53567.jpg,Movie,Manga,1,Finished Airing,FALSE,"Dec 28, 2013","{'from': '2013-12-28', 'to': '2013-12-28'}",1 hr. 40 min.,G - All Ages,7.57,4073,1431,3511,11187,17,,,,"Aniplex, Starchild Records, Tokuma Shoten",,ufotable,"Fantasy, Magic",100,2013
33462,Bernard-jou Iwaku.,Miss Bernard said.,,https://myanimelist.cdn-dena.com/images/anime/11/81589.jpg,TV,Manga,12,Finished Airing,FALSE,"Oct 7, 2016 to Dec 23, 2016","{'from': '2016-10-07', 'to': '2016-12-23'}",3 min. per ep.,PG-13 - Teens 13 or older,6.03,5918,7274,3130,14460,13,,Fall 2016,Fridays at 01:00 (JST),"DAX Production, Dream Creation, Gen&#039;ei",,Creators in Pack,"Comedy, School",3,2016
1586,Aoi Umi no Tristia,,Tristia of the Deep Blue Sea,https://myanimelist.cdn-dena.com/images/anime/2/18760.jpg,OVA,Visual novel,2,Finished Airing,FALSE,"Apr 23, 2004 to Jul 23, 2004","{'from': '2004-04-23', 'to': '2004-07-23'}",27 min. per ep.,PG - Children,5.81,1221,7768,6326,2569,0,,,,,,ufotable,"Adventure, Mecha",27,2004
